fiscal_year,fiscal_month,calendar_month,calendar_year,period,dept_id,category_id,obligated_amount
2026,7,4,2026,2026-04,DEPT-02,PERS,19988.1
2026,8,5,2026,2026-05,DEPT-02,PERS,18325.8
2026,1,10,2025,2025-10,DEPT-02,OPS,3210.7
2026,2,11,2025,2025-11,DEPT-02,OPS,3301.7
2026,3,12,2025,2025-12,DEPT-02,OPS,4310.4
2026,4,1,2026,2026-01,DEPT-02,OPS,4982.6
2026,5,2,2026,2026-02,DEPT-02,OPS,4818.0
2026,6,3,2026,2026-03,DEPT-02,OPS,6004.7
2026,7,4,2026,2026-04,DEPT-02,OPS,5375.6
2026,8,5,2026,2026-05,DEPT-02,OPS,6153.5
2026,1,10,2025,2025-10,DEPT-02,CAP,1943.7
2026,2,11,2025,2025-11,DEPT-02,CAP,2525.3
2026,3,12,2025,2025-12,DEPT-02,CAP,2794.7
2026,4,1,2026,2026-01,DEPT-02,CAP,3103.5
2026,5,2,2026,2026-02,DEPT-02,CAP,3334.7
2026,6,3,2026,2026-03,DEPT-02,CAP,3412.5
2026,7,4,2026,2026-04,DEPT-02,CAP,4001.5
2026,8,5,2026,2026-05,DEPT-02,CAP,4156.4
2026,1,10,2025,2025-10,DEPT-02,GRANTS,1126.0
2026,2,11,2025,2025-11,DEPT-02,GRANTS,1338.4
2026,3,12,2025,2025-12,DEPT-02,GRANTS,1742.5
2026,4,1,2026,2026-01,DEPT-02,GRANTS,1730.9
2026,5,2,2026,2026-02,DEPT-02,GRANTS,1843.8
2026,6,3,2026,2026-03,DEPT-02,GRANTS,2033.0
2026,7,4,2026,2026-04,DEPT-02,GRANTS,2432.9
2026,8,5,2026,2026-05,DEPT-02,GRANTS,2025.0
2026,1,10,2025,2025-10,DEPT-02,CONTR,821.2
2026,2,11,2025,2025-11,DEPT-02,CONTR,802.2
2026,3,12,2025,2025-12,DEPT-02,CONTR,1136.8
2026,4,1,2026,2026-01,DEPT-02,CONTR,1354.9
2026,5,2,2026,2026-02,DEPT-02,CONTR,1339.6
2026,6,3,2026,2026-03,DEPT-02,CONTR,1394.0
2026,7,4,2026,2026-04,DEPT-02,CONTR,1395.6
2026,8,5,2026,2026-05,DEPT-02,CONTR,1550.9
2019,1,10,2018,2018-10,DEPT-03,PERS,3937.5
2019,2,11,2018,2018-11,DEPT-03,PERS,4602.7
2019,3,12,2018,2018-12,DEPT-03,PERS,5670.0
2019,4,1,2019,2019-01,DEPT-03,PERS,6350.3
2019,5,2,2019,2019-02,DEPT-03,PERS,6286.5
2019,6,3,2019,2019-03,DEPT-03,PERS,6683.3
2019,7,4,2019,2019-04,DEPT-03,PERS,6764.6
2019,8,5,2019,2019-05,DEPT-03,PERS,8288.3
2019,9,6,2019,2019-06,DEPT-03,PERS,8853.7
2019,10,7,2019,2019-07,DEPT-03,PERS,9550.4
2019,11,8,2019,2019-08,DEPT-03,PERS,11062.6
2019,12,9,2019,2019-09,DEPT-03,PERS,13039.7
2019,1,10,2018,2018-10,DEPT-03,OPS,1263.3
2019,2,11,2018,2018-11,DEPT-03,OPS,1533.4
2019,3,12,2018,2018-12,DEPT-03,OPS,1756.3
2019,4,1,2019,2019-01,DEPT-03,OPS,1824.4
2019,5,2,2019,2019-02,DEPT-03,OPS,2403.0
2019,6,3,2019,2019-03,DEPT-03,OPS,2098.8
2019,7,4,2019,2019-04,DEPT-03,OPS,2190.4
2019,8,5,2019,2019-05,DEPT-03,OPS,2534.8
2019,9,6,2019,2019-06,DEPT-03,OPS,2637.9
2019,10,7,2019,2019-07,DEPT-03,OPS,2536.8
2019,11,8,2019,2019-08,DEPT-03,OPS,3411.3
2019,12,9,2019,2019-09,DEPT-03,OPS,3917.0
2019,1,10,2018,2018-10,DEPT-03,CAP,549.4
2019,2,11,2018,2018-11,DEPT-03,CAP,807.0
2019,3,12,2018,2018-12,DEPT-03,CAP,914.5
2019,4,1,2019,2019-01,DEPT-03,CAP,843.0
2019,5,2,2019,2019-02,DEPT-03,CAP,1147.8
2019,6,3,2019,2019-03,DEPT-03,CAP,1128.4
2019,7,4,2019,2019-04,DEPT-03,CAP,1138.0
2019,8,5,2019,2019-05,DEPT-03,CAP,1359.3
2019,9,6,2019,2019-06,DEPT-03,CAP,1289.1
2019,10,7,2019,2019-07,DEPT-03,CAP,1403.7
2019,11,8,2019,2019-08,DEPT-03,CAP,1459.5
2019,12,9,2019,2019-09,DEPT-03,CAP,2033.2
2019,1,10,2018,2018-10,DEPT-03,GRANTS,538.9
2019,2,11,2018,2018-11,DEPT-03,GRANTS,635.2
2019,3,12,2018,2018-12,DEPT-03,GRANTS,702.4
2019,4,1,2019,2019-01,DEPT-03,GRANTS,815.9
2019,5,2,2019,2019-02,DEPT-03,GRANTS,860.3
2019,6,3,2019,2019-03,DEPT-03,GRANTS,824.4
2019,7,4,2019,2019-04,DEPT-03,GRANTS,865.1
2019,8,5,2019,2019-05,DEPT-03,GRANTS,1085.1
2019,9,6,2019,2019-06,DEPT-03,GRANTS,867.8
2019,10,7,2019,2019-07,DEPT-03,GRANTS,1231.1
2019,11,8,2019,2019-08,DEPT-03,GRANTS,1275.8
2019,12,9,2019,2019-09,DEPT-03,GRANTS,1847.7
2019,1,10,2018,2018-10,DEPT-03,CONTR,325.0
2019,2,11,2018,2018-11,DEPT-03,CONTR,435.3
2019,3,12,2018,2018-12,DEPT-03,CONTR,473.2
2019,4,1,2019,2019-01,DEPT-03,CONTR,531.1
2019,5,2,2019,2019-02,DEPT-03,CONTR,597.1
2019,6,3,2019,2019-03,DEPT-03,CONTR,579.2
2019,7,4,2019,2019-04,DEPT-03,CONTR,690.0
2019,8,5,2019,2019-05,DEPT-03,CONTR,622.8
2019,9,6,2019,2019-06,DEPT-03,CONTR,731.1
2019,10,7,2019,2019-07,DEPT-03,CONTR,847.7
2019,11,8,2019,2019-08,DEPT-03,CONTR,910.2
2019,12,9,2019,2019-09,DEPT-03,CONTR,1257.3
2020,1,10,2019,2019-10,DEPT-03,PERS,3542.0
2020,2,11,2019,2019-11,DEPT-03,PERS,4102.0
2020,3,12,2019,2019-12,DEPT-03,PERS,5015.5
2020,4,1,2020,2020-01,DEPT-03,PERS,6178.1
2020,5,2,2020,2020-02,DEPT-03,PERS,6537.7
2020,6,3,2020,2020-03,DEPT-03,PERS,6761.3
2020,7,4,2020,2020-04,DEPT-03,PERS,6485.4
2020,8,5,2020,2020-05,DEPT-03,PERS,8007.6
2020,9,6,2020,2020-06,DEPT-03,PERS,7183.6
2020,10,7,2020,2020-07,DEPT-03,PERS,9618.3
2020,11,8,2020,2020-08,DEPT-03,PERS,11844.2
2020,12,9,2020,2020-09,DEPT-03,PERS,12511.7
2020,1,10,2019,2019-10,DEPT-03,OPS,1585.9
2020,2,11,2019,2019-11,DEPT-03,OPS,1778.9
2020,3,12,2019,2019-12,DEPT-03,OPS,1871.7
2020,4,1,2020,2020-01,DEPT-03,OPS,2243.4
2020,5,2,2020,2020-02,DEPT-03,OPS,2304.6
2020,6,3,2020,2020-03,DEPT-03,OPS,2381.9
2020,7,4,2020,2020-04,DEPT-03,OPS,3256.4
2020,8,5,2020,2020-05,DEPT-03,OPS,3096.6
2020,9,6,2020,2020-06,DEPT-03,OPS,3296.0
2020,10,7,2020,2020-07,DEPT-03,OPS,3448.1
2020,11,8,2020,2020-08,DEPT-03,OPS,3818.7
2020,12,9,2020,2020-09,DEPT-03,OPS,5259.1
2020,1,10,2019,2019-10,DEPT-03,CAP,826.7
2020,2,11,2019,2019-11,DEPT-03,CAP,1056.1
2020,3,12,2019,2019-12,DEPT-03,CAP,1178.5
2020,4,1,2020,2020-01,DEPT-03,CAP,1254.1
2020,5,2,2020,2020-02,DEPT-03,CAP,1226.0
2020,6,3,2020,2020-03,DEPT-03,CAP,1240.4
2020,7,4,2020,2020-04,DEPT-03,CAP,1532.9
2020,8,5,2020,2020-05,DEPT-03,CAP,1665.3
2020,9,6,2020,2020-06,DEPT-03,CAP,1569.8
2020,10,7,2020,2020-07,DEPT-03,CAP,1928.7
2020,11,8,2020,2020-08,DEPT-03,CAP,2127.4
2020,12,9,2020,2020-09,DEPT-03,CAP,2210.2
2020,1,10,2019,2019-10,DEPT-03,GRANTS,484.2
2020,2,11,2019,2019-11,DEPT-03,GRANTS,659.3
2020,3,12,2019,2019-12,DEPT-03,GRANTS,778.0
2020,4,1,2020,2020-01,DEPT-03,GRANTS,737.6
2020,5,2,2020,2020-02,DEPT-03,GRANTS,881.7
2020,6,3,2020,2020-03,DEPT-03,GRANTS,1004.7
2020,7,4,2020,2020-04,DEPT-03,GRANTS,1048.1
2020,8,5,2020,2020-05,DEPT-03,GRANTS,1036.8
2020,9,6,2020,2020-06,DEPT-03,GRANTS,1061.6
2020,10,7,2020,2020-07,DEPT-03,GRANTS,1157.6
2020,11,8,2020,2020-08,DEPT-03,GRANTS,1385.0
2020,12,9,2020,2020-09,DEPT-03,GRANTS,1709.6
2020,1,10,2019,2019-10,DEPT-03,CONTR,395.9
2020,2,11,2019,2019-11,DEPT-03,CONTR,465.6
2020,3,12,2019,2019-12,DEPT-03,CONTR,580.1
2020,4,1,2020,2020-01,DEPT-03,CONTR,590.8
2020,5,2,2020,2020-02,DEPT-03,CONTR,667.7
2020,6,3,2020,2020-03,DEPT-03,CONTR,716.8
2020,7,4,2020,2020-04,DEPT-03,CONTR,666.2
2020,8,5,2020,2020-05,DEPT-03,CONTR,644.8
2020,9,6,2020,2020-06,DEPT-03,CONTR,894.0
2020,10,7,2020,2020-07,DEPT-03,CONTR,897.6
2020,11,8,2020,2020-08,DEPT-03,CONTR,831.1
2020,12,9,2020,2020-09,DEPT-03,CONTR,1145.2
2021,1,10,2020,2020-10,DEPT-03,PERS,4669.8
2021,2,11,2020,2020-11,DEPT-03,PERS,5255.3
2021,3,12,2020,2020-12,DEPT-03,PERS,6092.7
2021,4,1,2021,2021-01,DEPT-03,PERS,7608.3
2021,5,2,2021,2021-02,DEPT-03,PERS,6716.1
2021,6,3,2021,2021-03,DEPT-03,PERS,7319.7
2021,7,4,2021,2021-04,DEPT-03,PERS,8448.2
2021,8,5,2021,2021-05,DEPT-03,PERS,9071.1
2021,9,6,2021,2021-06,DEPT-03,PERS,9653.7
2021,10,7,2021,2021-07,DEPT-03,PERS,11010.5
2021,11,8,2021,2021-08,DEPT-03,PERS,11418.3
2021,12,9,2021,2021-09,DEPT-03,PERS,14726.7
2021,1,10,2020,2020-10,DEPT-03,OPS,1381.8
2021,2,11,2020,2020-11,DEPT-03,OPS,1733.2
2021,3,12,2020,2020-12,DEPT-03,OPS,2055.7
2021,4,1,2021,2021-01,DEPT-03,OPS,2232.7
2021,5,2,2021,2021-02,DEPT-03,OPS,2497.1
2021,6,3,2021,2021-03,DEPT-03,OPS,2619.9
2021,7,4,2021,2021-04,DEPT-03,OPS,2674.7
2021,8,5,2021,2021-05,DEPT-03,OPS,2639.4
2021,9,6,2021,2021-06,DEPT-03,OPS,2995.0
2021,10,7,2021,2021-07,DEPT-03,OPS,3285.0
2021,11,8,2021,2021-08,DEPT-03,OPS,3661.7
2021,12,9,2021,2021-09,DEPT-03,OPS,5349.3
2021,1,10,2020,2020-10,DEPT-03,CAP,698.4
2021,2,11,2020,2020-11,DEPT-03,CAP,921.0
2021,3,12,2020,2020-12,DEPT-03,CAP,1142.9
2021,4,1,2021,2021-01,DEPT-03,CAP,1142.7
2021,5,2,2021,2021-02,DEPT-03,CAP,1442.1
2021,6,3,2021,2021-03,DEPT-03,CAP,1256.6
2021,7,4,2021,2021-04,DEPT-03,CAP,1412.5
2021,8,5,2021,2021-05,DEPT-03,CAP,1364.6
2021,9,6,2021,2021-06,DEPT-03,CAP,1495.5
2021,10,7,2021,2021-07,DEPT-03,CAP,1734.6
2021,11,8,2021,2021-08,DEPT-03,CAP,1988.9
2021,12,9,2021,2021-09,DEPT-03,CAP,2408.7
2021,1,10,2020,2020-10,DEPT-03,GRANTS,600.9
2021,2,11,2020,2020-11,DEPT-03,GRANTS,662.1
2021,3,12,2020,2020-12,DEPT-03,GRANTS,767.6
2021,4,1,2021,2021-01,DEPT-03,GRANTS,1032.9
2021,5,2,2021,2021-02,DEPT-03,GRANTS,938.5
2021,6,3,2021,2021-03,DEPT-03,GRANTS,914.6
2021,7,4,2021,2021-04,DEPT-03,GRANTS,973.9
2021,8,5,2021,2021-05,DEPT-03,GRANTS,1009.5
2021,9,6,2021,2021-06,DEPT-03,GRANTS,1238.8
2021,10,7,2021,2021-07,DEPT-03,GRANTS,1236.6
2021,11,8,2021,2021-08,DEPT-03,GRANTS,1409.3
2021,12,9,2021,2021-09,DEPT-03,GRANTS,1750.1
2021,1,10,2020,2020-10,DEPT-03,CONTR,363.7
2021,2,11,2020,2020-11,DEPT-03,CONTR,391.5
2021,3,12,2020,2020-12,DEPT-03,CONTR,453.6
2021,4,1,2021,2021-01,DEPT-03,CONTR,544.1
2021,5,2,2021,2021-02,DEPT-03,CONTR,600.2
2021,6,3,2021,2021-03,DEPT-03,CONTR,627.1
2021,7,4,2021,2021-04,DEPT-03,CONTR,607.0
2021,8,5,2021,2021-05,DEPT-03,CONTR,724.5
2021,9,6,2021,2021-06,DEPT-03,CONTR,682.3
2021,10,7,2021,2021-07,DEPT-03,CONTR,768.3
2021,11,8,2021,2021-08,DEPT-03,CONTR,811.8
2021,12,9,2021,2021-09,DEPT-03,CONTR,1222.5
2022,1,10,2021,2021-10,DEPT-03,PERS,3956.8
2022,2,11,2021,2021-11,DEPT-03,PERS,4825.6
2022,3,12,2021,2021-12,DEPT-03,PERS,5982.4
2022,4,1,2022,2022-01,DEPT-03,PERS,7176.3
2022,5,2,2022,2022-02,DEPT-03,PERS,5418.3
2022,6,3,2022,2022-03,DEPT-03,PERS,6299.5
2022,7,4,2022,2022-04,DEPT-03,PERS,6762.8
2022,8,5,2022,2022-05,DEPT-03,PERS,7019.2
2022,9,6,2022,2022-06,DEPT-03,PERS,7265.0
2022,10,7,2022,2022-07,DEPT-03,PERS,8576.5
2022,11,8,2022,2022-08,DEPT-03,PERS,8687.4
2022,12,9,2022,2022-09,DEPT-03,PERS,12460.0
2022,1,10,2021,2021-10,DEPT-03,OPS,1547.6
2022,2,11,2021,2021-11,DEPT-03,OPS,1956.2
2022,3,12,2021,2021-12,DEPT-03,OPS,2316.7
2022,4,1,2022,2022-01,DEPT-03,OPS,2513.2
2022,5,2,2022,2022-02,DEPT-03,OPS,2492.0
2022,6,3,2022,2022-03,DEPT-03,OPS,3205.0
2022,7,4,2022,2022-04,DEPT-03,OPS,2965.8
2022,8,5,2022,2022-05,DEPT-03,OPS,2623.2
2022,9,6,2022,2022-06,DEPT-03,OPS,2992.8
2022,10,7,2022,2022-07,DEPT-03,OPS,3095.5
2022,11,8,2022,2022-08,DEPT-03,OPS,3944.2
2022,12,9,2022,2022-09,DEPT-03,OPS,4917.9
2022,1,10,2021,2021-10,DEPT-03,CAP,740.2
2022,2,11,2021,2021-11,DEPT-03,CAP,1091.1
2022,3,12,2021,2021-12,DEPT-03,CAP,1159.5
2022,4,1,2022,2022-01,DEPT-03,CAP,1265.7
2022,5,2,2022,2022-02,DEPT-03,CAP,1186.2
2022,6,3,2022,2022-03,DEPT-03,CAP,1257.8
2022,7,4,2022,2022-04,DEPT-03,CAP,1456.8
2022,8,5,2022,2022-05,DEPT-03,CAP,1559.2
2022,9,6,2022,2022-06,DEPT-03,CAP,1382.3
2022,10,7,2022,2022-07,DEPT-03,CAP,1768.4
2022,11,8,2022,2022-08,DEPT-03,CAP,1967.4
2022,12,9,2022,2022-09,DEPT-03,CAP,2435.2
2022,1,10,2021,2021-10,DEPT-03,GRANTS,598.0
2022,2,11,2021,2021-11,DEPT-03,GRANTS,748.1
2022,3,12,2021,2021-12,DEPT-03,GRANTS,910.9
2022,4,1,2022,2022-01,DEPT-03,GRANTS,1002.3
2022,5,2,2022,2022-02,DEPT-03,GRANTS,1117.7
2022,6,3,2022,2022-03,DEPT-03,GRANTS,1235.5
2022,7,4,2022,2022-04,DEPT-03,GRANTS,1179.8
2022,8,5,2022,2022-05,DEPT-03,GRANTS,1232.7
2022,9,6,2022,2022-06,DEPT-03,GRANTS,1397.7
2022,10,7,2022,2022-07,DEPT-03,GRANTS,1565.5
2022,11,8,2022,2022-08,DEPT-03,GRANTS,1577.9
2022,12,9,2022,2022-09,DEPT-03,GRANTS,2191.5
2022,1,10,2021,2021-10,DEPT-03,CONTR,392.3
2022,2,11,2021,2021-11,DEPT-03,CONTR,490.6
2022,3,12,2021,2021-12,DEPT-03,CONTR,600.2
2022,4,1,2022,2022-01,DEPT-03,CONTR,526.7
2022,5,2,2022,2022-02,DEPT-03,CONTR,607.0
2022,6,3,2022,2022-03,DEPT-03,CONTR,647.3
2022,7,4,2022,2022-04,DEPT-03,CONTR,681.8
2022,8,5,2022,2022-05,DEPT-03,CONTR,689.8
2022,9,6,2022,2022-06,DEPT-03,CONTR,676.7
2022,10,7,2022,2022-07,DEPT-03,CONTR,855.1
2022,11,8,2022,2022-08,DEPT-03,CONTR,872.5
2022,12,9,2022,2022-09,DEPT-03,CONTR,1180.3
2023,1,10,2022,2022-10,DEPT-03,PERS,4144.6
2023,2,11,2022,2022-11,DEPT-03,PERS,4933.4
2023,3,12,2022,2022-12,DEPT-03,PERS,6512.6
2023,4,1,2023,2023-01,DEPT-03,PERS,6967.6
2023,5,2,2023,2023-02,DEPT-03,PERS,7718.1
2023,6,3,2023,2023-03,DEPT-03,PERS,9243.8
2023,7,4,2023,2023-04,DEPT-03,PERS,8545.2
2023,8,5,2023,2023-05,DEPT-03,PERS,9195.0
2023,9,6,2023,2023-06,DEPT-03,PERS,8537.8
2023,10,7,2023,2023-07,DEPT-03,PERS,9263.6
2023,11,8,2023,2023-08,DEPT-03,PERS,12742.4
2023,12,9,2023,2023-09,DEPT-03,PERS,13207.1
2023,1,10,2022,2022-10,DEPT-03,OPS,1448.7
2023,2,11,2022,2022-11,DEPT-03,OPS,1926.0
2023,3,12,2022,2022-12,DEPT-03,OPS,2266.8
2023,4,1,2023,2023-01,DEPT-03,OPS,2281.4
2023,5,2,2023,2023-02,DEPT-03,OPS,2570.3
2023,6,3,2023,2023-03,DEPT-03,OPS,3086.6
2023,7,4,2023,2023-04,DEPT-03,OPS,2793.3
2023,8,5,2023,2023-05,DEPT-03,OPS,2809.0
2023,9,6,2023,2023-06,DEPT-03,OPS,3588.7
2023,10,7,2023,2023-07,DEPT-03,OPS,3833.6
2023,11,8,2023,2023-08,DEPT-03,OPS,3839.1
2023,12,9,2023,2023-09,DEPT-03,OPS,4448.8
2023,1,10,2022,2022-10,DEPT-03,CAP,764.7
2023,2,11,2022,2022-11,DEPT-03,CAP,989.5
2023,3,12,2022,2022-12,DEPT-03,CAP,1284.1
2023,4,1,2023,2023-01,DEPT-03,CAP,1160.0
2023,5,2,2023,2023-02,DEPT-03,CAP,1346.1
2023,6,3,2023,2023-03,DEPT-03,CAP,1523.6
2023,7,4,2023,2023-04,DEPT-03,CAP,1243.3
2023,8,5,2023,2023-05,DEPT-03,CAP,1760.8
2023,9,6,2023,2023-06,DEPT-03,CAP,1554.2
2023,10,7,2023,2023-07,DEPT-03,CAP,1947.7
2023,11,8,2023,2023-08,DEPT-03,CAP,2119.0
2023,12,9,2023,2023-09,DEPT-03,CAP,2847.4
2023,1,10,2022,2022-10,DEPT-03,GRANTS,669.9
2023,2,11,2022,2022-11,DEPT-03,GRANTS,635.1
2023,3,12,2022,2022-12,DEPT-03,GRANTS,868.6
2023,4,1,2023,2023-01,DEPT-03,GRANTS,1009.1
2023,5,2,2023,2023-02,DEPT-03,GRANTS,1052.7
2023,6,3,2023,2023-03,DEPT-03,GRANTS,1184.3
2023,7,4,2023,2023-04,DEPT-03,GRANTS,1288.5
2023,8,5,2023,2023-05,DEPT-03,GRANTS,1345.7
2023,9,6,2023,2023-06,DEPT-03,GRANTS,1331.4
2023,10,7,2023,2023-07,DEPT-03,GRANTS,1276.0
2023,11,8,2023,2023-08,DEPT-03,GRANTS,1580.0
2023,12,9,2023,2023-09,DEPT-03,GRANTS,2136.4
2023,1,10,2022,2022-10,DEPT-03,CONTR,343.5
2023,2,11,2022,2022-11,DEPT-03,CONTR,483.3
2023,3,12,2022,2022-12,DEPT-03,CONTR,583.2
2023,4,1,2023,2023-01,DEPT-03,CONTR,591.4
2023,5,2,2023,2023-02,DEPT-03,CONTR,473.6
2023,6,3,2023,2023-03,DEPT-03,CONTR,600.7
2023,7,4,2023,2023-04,DEPT-03,CONTR,818.2
2023,8,5,2023,2023-05,DEPT-03,CONTR,719.9
2023,9,6,2023,2023-06,DEPT-03,CONTR,668.5
2023,10,7,2023,2023-07,DEPT-03,CONTR,965.0
2023,11,8,2023,2023-08,DEPT-03,CONTR,962.9
2023,12,9,2023,2023-09,DEPT-03,CONTR,1320.0
2024,1,10,2023,2023-10,DEPT-03,PERS,4450.4
2024,2,11,2023,2023-11,DEPT-03,PERS,5516.6
2024,3,12,2023,2023-12,DEPT-03,PERS,6471.6
2024,4,1,2024,2024-01,DEPT-03,PERS,7150.6
2024,5,2,2024,2024-02,DEPT-03,PERS,8578.6
2024,6,3,2024,2024-03,DEPT-03,PERS,8341.5
2024,7,4,2024,2024-04,DEPT-03,PERS,7184.3
2024,8,5,2024,2024-05,DEPT-03,PERS,9019.0
2024,9,6,2024,2024-06,DEPT-03,PERS,10030.9
2024,10,7,2024,2024-07,DEPT-03,PERS,11136.6
2024,11,8,2024,2024-08,DEPT-03,PERS,10746.9
2024,12,9,2024,2024-09,DEPT-03,PERS,15336.7
2024,1,10,2023,2023-10,DEPT-03,OPS,1990.2
2024,2,11,2023,2023-11,DEPT-03,OPS,2730.4
2024,3,12,2023,2023-12,DEPT-03,OPS,2515.6
2024,4,1,2024,2024-01,DEPT-03,OPS,2765.0
2024,5,2,2024,2024-02,DEPT-03,OPS,3012.2
2024,6,3,2024,2024-03,DEPT-03,OPS,3164.5
2024,7,4,2024,2024-04,DEPT-03,OPS,3250.4
2024,8,5,2024,2024-05,DEPT-03,OPS,2886.5
2024,9,6,2024,2024-06,DEPT-03,OPS,3775.3
2024,10,7,2024,2024-07,DEPT-03,OPS,4450.7
2024,11,8,2024,2024-08,DEPT-03,OPS,4547.9
2024,12,9,2024,2024-09,DEPT-03,OPS,6894.2
2024,1,10,2023,2023-10,DEPT-03,CAP,829.6
2024,2,11,2023,2023-11,DEPT-03,CAP,1117.5
2024,3,12,2023,2023-12,DEPT-03,CAP,1222.1
2024,4,1,2024,2024-01,DEPT-03,CAP,1374.4
2024,5,2,2024,2024-02,DEPT-03,CAP,1412.1
2024,6,3,2024,2024-03,DEPT-03,CAP,1634.6
2024,7,4,2024,2024-04,DEPT-03,CAP,1572.4
2024,8,5,2024,2024-05,DEPT-03,CAP,1723.2
2024,9,6,2024,2024-06,DEPT-03,CAP,1800.8
2024,10,7,2024,2024-07,DEPT-03,CAP,1889.1
2024,11,8,2024,2024-08,DEPT-03,CAP,2186.5
2024,12,9,2024,2024-09,DEPT-03,CAP,3147.7
2024,1,10,2023,2023-10,DEPT-03,GRANTS,475.1
2024,2,11,2023,2023-11,DEPT-03,GRANTS,613.5
2024,3,12,2023,2023-12,DEPT-03,GRANTS,772.1
2024,4,1,2024,2024-01,DEPT-03,GRANTS,824.4
2024,5,2,2024,2024-02,DEPT-03,GRANTS,810.2
2024,6,3,2024,2024-03,DEPT-03,GRANTS,698.8
2024,7,4,2024,2024-04,DEPT-03,GRANTS,955.3
2024,8,5,2024,2024-05,DEPT-03,GRANTS,798.8
2024,9,6,2024,2024-06,DEPT-03,GRANTS,1145.8
2024,10,7,2024,2024-07,DEPT-03,GRANTS,1148.5
2024,11,8,2024,2024-08,DEPT-03,GRANTS,1340.4
2024,12,9,2024,2024-09,DEPT-03,GRANTS,1451.9
2024,1,10,2023,2023-10,DEPT-03,CONTR,310.8
2024,2,11,2023,2023-11,DEPT-03,CONTR,442.8
2024,3,12,2023,2023-12,DEPT-03,CONTR,511.2
2024,4,1,2024,2024-01,DEPT-03,CONTR,530.3
2024,5,2,2024,2024-02,DEPT-03,CONTR,595.5
2024,6,3,2024,2024-03,DEPT-03,CONTR,770.6
2024,7,4,2024,2024-04,DEPT-03,CONTR,715.1
2024,8,5,2024,2024-05,DEPT-03,CONTR,769.4
2024,9,6,2024,2024-06,DEPT-03,CONTR,799.8
2024,10,7,2024,2024-07,DEPT-03,CONTR,926.1
2024,11,8,2024,2024-08,DEPT-03,CONTR,893.1
2024,12,9,2024,2024-09,DEPT-03,CONTR,955.6
2025,1,10,2024,2024-10,DEPT-03,PERS,4175.3
2025,2,11,2024,2024-11,DEPT-03,PERS,5517.8
2025,3,12,2024,2024-12,DEPT-03,PERS,5648.4
2025,4,1,2025,2025-01,DEPT-03,PERS,6501.4
2025,5,2,2025,2025-02,DEPT-03,PERS,6674.5
2025,6,3,2025,2025-03,DEPT-03,PERS,8442.2
2025,7,4,2025,2025-04,DEPT-03,PERS,8487.7
2025,8,5,2025,2025-05,DEPT-03,PERS,8920.5
2025,9,6,2025,2025-06,DEPT-03,PERS,9394.7
2025,10,7,2025,2025-07,DEPT-03,PERS,9862.2
2025,11,8,2025,2025-08,DEPT-03,PERS,11005.0
2025,12,9,2025,2025-09,DEPT-03,PERS,12364.8
2025,1,10,2024,2024-10,DEPT-03,OPS,1128.0
2025,2,11,2024,2024-11,DEPT-03,OPS,1691.0
2025,3,12,2024,2024-12,DEPT-03,OPS,2025.9
2025,4,1,2025,2025-01,DEPT-03,OPS,2332.3
2025,5,2,2025,2025-02,DEPT-03,OPS,2564.9
2025,6,3,2025,2025-03,DEPT-03,OPS,2735.7
2025,7,4,2025,2025-04,DEPT-03,OPS,2376.1
2025,8,5,2025,2025-05,DEPT-03,OPS,2657.1
2025,9,6,2025,2025-06,DEPT-03,OPS,2997.0
2025,10,7,2025,2025-07,DEPT-03,OPS,3836.0
2025,11,8,2025,2025-08,DEPT-03,OPS,3907.4
2025,12,9,2025,2025-09,DEPT-03,OPS,4799.6
2025,1,10,2024,2024-10,DEPT-03,CAP,840.7
2025,2,11,2024,2024-11,DEPT-03,CAP,985.6
2025,3,12,2024,2024-12,DEPT-03,CAP,1332.4
2025,4,1,2025,2025-01,DEPT-03,CAP,1230.9
2025,5,2,2025,2025-02,DEPT-03,CAP,1418.5
2025,6,3,2025,2025-03,DEPT-03,CAP,1528.4
2025,7,4,2025,2025-04,DEPT-03,CAP,1847.8
2025,8,5,2025,2025-05,DEPT-03,CAP,1686.1
2025,9,6,2025,2025-06,DEPT-03,CAP,1474.3
2025,10,7,2025,2025-07,DEPT-03,CAP,2106.3
2025,11,8,2025,2025-08,DEPT-03,CAP,2093.4
2025,12,9,2025,2025-09,DEPT-03,CAP,2805.4
2025,1,10,2024,2024-10,DEPT-03,GRANTS,710.3
2025,2,11,2024,2024-11,DEPT-03,GRANTS,855.1
2025,3,12,2024,2024-12,DEPT-03,GRANTS,1098.5
2025,4,1,2025,2025-01,DEPT-03,GRANTS,976.2
2025,5,2,2025,2025-02,DEPT-03,GRANTS,1142.8
2025,6,3,2025,2025-03,DEPT-03,GRANTS,1341.2
2025,7,4,2025,2025-04,DEPT-03,GRANTS,1284.7
2025,8,5,2025,2025-05,DEPT-03,GRANTS,1246.4
2025,9,6,2025,2025-06,DEPT-03,GRANTS,1590.8
2025,10,7,2025,2025-07,DEPT-03,GRANTS,1818.9
2025,11,8,2025,2025-08,DEPT-03,GRANTS,1821.4
2025,12,9,2025,2025-09,DEPT-03,GRANTS,1943.3
2025,1,10,2024,2024-10,DEPT-03,CONTR,429.9
2025,2,11,2024,2024-11,DEPT-03,CONTR,431.3
2025,3,12,2024,2024-12,DEPT-03,CONTR,602.2
