fiscal_year,dept_id,dept_name,category_id,category_name,budget_allocated,actual_spend,is_partial_year,variance_amount,variance_pct,inflation_rate,cola_pct,cpi_index,unemployment_rate,interest_rate_pct,workload_value,authorized_fte,prior_actual_spend,prior_budget_allocated,spend_yoy_growth,rolling3_avg_spend,rolling3_std_spend,execution_rate,prior_execution_rate,rolling3_execution_rate,workload_yoy_growth,spend_per_workload_unit,spend_per_fte,category_share_of_dept,dept_share_of_agency,committed_capital_pipeline,category_id_code,dept_id_code
2024,DEPT-04,Education,GRANTS,Grants & Subsidies,20038.8,18936.1,False,-1102.7,-5.5,0.0258,0.0224,116.06,4.93,3.31,88659.0,2369.5,17073.9,20124.1,0.10906705556434071,17317.46666666667,2501.1604513372054,0.9449717547956963,0.8484304888168913,0.9182213691577591,0.022854703615680982,0.21358350534068735,7.991601603713863,0.07885464811465678,0.18574805346471715,0.0,2,3
2025,DEPT-04,Education,GRANTS,Grants & Subsidies,23541.0,22432.5,False,-1108.5,-4.71,0.0229,0.0211,118.71,4.52,3.94,91450.0,2370.1,18936.1,20038.8,0.18464203294236947,18647.166666666668,1450.5451710764924,0.952911940869122,0.9449717547956963,0.9544285516526578,0.03148016557822664,0.24529797703663203,9.464790515168136,0.0839228414910488,0.19820845058975925,0.0,2,3
2026,DEPT-04,Education,GRANTS,Grants & Subsidies,23224.1,11871.3,True,-11352.8,-48.88,0.033,0.0351,122.62,5.48,3.01,90118.0,2457.5,22432.5,23541.0,-0.47079906385824144,19480.833333333332,2720.514527315253,0.5111629729462067,0.952911940869122,0.9154380614939033,-0.014565336249316552,0.13173061985396922,4.830640895218718,0.08279889604261828,0.19098040312654846,0.0,2,3
2019,DEPT-04,Education,OPS,Operating Expenses,42518.0,38078.8,False,-4439.2,-10.44,0.0317,0.0265,103.17,4.65,4.63,83582.0,2250.7,,,,,,0.8955924549602522,,,-0.07252713109478681,0.4555861309851404,16.918647531878975,0.1920443329754243,0.18858892316506978,0.0,3,3
2020,DEPT-04,Education,OPS,Operating Expenses,45219.9,43249.8,False,-1970.1,-4.36,0.0046,0.0,103.64,4.28,3.12,84424.0,2305.5,38078.8,42518.0,0.1357973465550384,38078.8,,0.9564328979055682,0.8955924549602522,0.8955924549602522,0.010073939364934947,0.5122927129726145,18.759401431359795,0.21681119141935037,0.18682973850014273,14963.8,3,3
2021,DEPT-04,Education,OPS,Operating Expenses,46516.1,41758.3,False,-4757.8,-10.23,0.0278,0.0235,106.52,4.73,4.43,83950.0,2334.2,43249.8,45219.9,-0.034485708604432896,40664.3,3656.449165515637,0.8977171344975181,0.9564328979055682,0.9260126764329102,-0.005614517198900826,0.4974187016081001,17.88976951418045,0.18940100401132826,0.1984083995525283,874.9,3,3
2022,DEPT-04,Education,OPS,Operating Expenses,48008.6,45572.9,False,-2435.7,-5.07,0.0288,0.0344,109.59,4.48,2.47,86378.0,2335.3,41758.3,46516.1,0.09134950417042842,41028.96666666667,2661.532562891789,0.9492653399599239,0.8977171344975181,0.9165808291211128,0.0289219773674807,0.5275984625714881,19.514794673061274,0.19236831396968568,0.20482526153210084,0.0,3,3
2023,DEPT-04,Education,OPS,Operating Expenses,51816.0,50431.5,False,-1384.5,-2.67,0.0324,0.0276,113.14,4.73,3.44,86678.0,2353.0,45572.9,48008.6,0.10661160470367248,43527.0,1922.348347724732,0.973280453913849,0.9492653399599239,0.93447179078767,0.003473106578063767,0.5818258381596253,21.432851678708033,0.22294038257253082,0.18419452823189109,0.0,3,3
2024,DEPT-04,Education,OPS,Operating Expenses,47097.0,49970.9,False,2873.9,6.1,0.0258,0.0224,116.06,4.93,3.31,88659.0,2369.5,50431.5,51816.0,-0.009133180650982009,45920.9,4347.059645323492,1.0610208718177379,0.973280453913849,0.9400876427904303,0.022854703615680982,0.5636303138993222,21.089217134416543,0.20809130367249343,0.18574805346471715,0.0,3,3
2025,DEPT-04,Education,OPS,Operating Expenses,53457.4,53820.3,False,362.9,0.68,0.0229,0.0211,118.71,4.52,3.94,91450.0,2370.1,49970.9,47097.0,0.07703283310886944,48658.43333333333,2682.056124195271,1.0067885830586598,1.0610208718177379,0.9945222218971702,0.03148016557822664,0.5885215965008201,22.708029197080293,0.20134860162267665,0.19820845058975925,0.0,3,3
2026,DEPT-04,Education,OPS,Operating Expenses,56251.6,25434.6,True,-30817.0,-54.78,0.033,0.0351,122.62,5.48,3.01,90118.0,2457.5,53820.3,53457.4,-0.5274162351380427,51407.56666666667,2102.1416920211113,0.452157805289094,1.0067885830586598,1.0136966362634157,-0.014565336249316552,0.2822366230941654,10.349786368260427,0.17739900442963946,0.19098040312654846,0.0,3,3
2019,DEPT-04,Education,PERS,Personnel & Compensation,126257.1,109607.6,False,-16649.5,-13.19,0.0317,0.0265,103.17,4.65,4.63,83582.0,2250.7,,,,,,0.8681301883220824,,,-0.07252713109478681,1.3113780479050514,48.699337983738396,0.5527883870037165,0.18858892316506978,0.0,4,3
2020,DEPT-04,Education,PERS,Personnel & Compensation,119651.2,104968.3,False,-14682.9,-12.27,0.0046,0.0,103.64,4.28,3.12,84424.0,2305.5,109607.6,126257.1,-0.04232644451662115,109607.6,,0.8772858107565993,0.8681301883220824,0.8681301883220824,0.010073939364934947,1.2433466786695726,45.52951637388853,0.5262059520336232,0.18682973850014273,14963.8,4,3
2021,DEPT-04,Education,PERS,Personnel & Compensation,137024.1,125167.3,False,-11856.8,-8.65,0.0278,0.0235,106.52,4.73,4.43,83950.0,2334.2,104968.3,119651.2,0.1924295239610434,107287.95000000001,3280.480489958757,0.9134692364335909,0.8772858107565993,0.8727079995393409,-0.005614517198900826,1.49097438951757,53.6232113786308,0.5677149761696986,0.1984083995525283,874.9,4,3
2022,DEPT-04,Education,PERS,Personnel & Compensation,140146.3,129969.7,False,-10176.6,-7.26,0.0288,0.0344,109.59,4.48,2.47,86378.0,2335.3,125167.3,137024.1,0.03836784847160546,113247.73333333334,10580.067498051858,0.9273858817535676,0.9134692364335909,0.8862950785040908,0.0289219773674807,1.5046620667299544,55.65439129876247,0.548616657183235,0.20482526153210084,0.0,4,3
2023,DEPT-04,Education,PERS,Personnel & Compensation,139764.8,121738.8,False,-18026.0,-12.9,0.0324,0.0276,113.14,4.73,3.44,86678.0,2353.0,129969.7,140146.3,-0.06332937600071398,120035.09999999999,13267.33236638021,0.8710261811271508,0.9273858817535676,0.906046976314586,0.003473106578063767,1.4044947968342603,51.73769655758606,0.5381655244424778,0.18419452823189109,0.0,4,3
2024,DEPT-04,Education,PERS,Personnel & Compensation,152202.8,127070.3,False,-25132.5,-16.51,0.0258,0.0224,116.06,4.93,3.31,88659.0,2369.5,121738.8,139764.8,0.043794583156725686,125625.26666666668,4134.516755720454,0.8348749168872058,0.8710261811271508,0.9039604331047698,0.022854703615680982,1.4332476116355926,53.627474150664696,0.5291524544295749,0.18574805346471715,0.0,4,3
2025,DEPT-04,Education,PERS,Personnel & Compensation,148731.6,147459.4,False,-1272.2,-0.86,0.0229,0.0211,118.71,4.52,3.94,91450.0,2370.1,127070.3,152202.8,0.1604552755443247,126259.59999999999,4174.907731914545,0.9914463368914205,0.8348749168872058,0.8777623265893081,0.03148016557822664,1.6124592673592126,62.21653094806126,0.5516644088962515,0.19820845058975925,0.0,4,3
2026,DEPT-04,Education,PERS,Personnel & Compensation,160959.7,83566.9,True,-77392.8,-48.08,0.033,0.0351,122.62,5.48,3.01,90118.0,2457.5,147459.4,148731.6,-0.4332887560915072,132089.5,13575.035637890593,0.5191790243147818,0.9914463368914205,0.899115811635259,-0.014565336249316552,0.9273053108147096,34.00484231943031,0.5828550424725075,0.19098040312654846,0.0,4,3
2019,DEPT-05,Administration & Finance,CAP,Capital Outlay,9198.3,8171.7,False,-1026.6,-11.16,0.0317,0.0265,103.17,4.65,4.63,1461466.0,792.2,,,,,,0.8883924203385408,,,,0.005591440375622834,10.315198182277202,0.11006293967192712,0.070616425314121,0.0,0,4
2020,DEPT-05,Administration & Finance,CAP,Capital Outlay,9545.6,8940.4,False,-605.2,-6.34,0.0046,0.0,103.64,4.28,3.12,1488772.0,802.5,8171.7,9198.3,0.09406855366692368,8171.7,,0.9365990613476365,0.8883924203385408,0.8883924203385408,0.018683978963588643,0.006005217723063034,11.140685358255451,0.11915639977182703,0.07027213937468109,0.0,0,4
2021,DEPT-05,Administration & Finance,CAP,Capital Outlay,10472.7,9405.8,False,-1066.9,-10.19,0.0278,0.0235,106.52,4.73,4.43,1507033.0,811.9,8940.4,9545.6,0.05205583642790024,8556.05,543.5529826980993,0.898125602757646,0.9365990613476365,0.9124957408430887,0.01226581370418045,0.00624127009826593,11.584924251755142,0.1270920092206497,0.06660042722370912,0.0,0,4
2022,DEPT-05,Administration & Finance,CAP,Capital Outlay,9603.7,8726.1,False,-877.6,-9.14,0.0288,0.0344,109.59,4.48,2.47,1535976.0,823.8,9405.8,10472.7,-0.07226392226073264,8839.300000000001,623.230783899512,0.9086185532659288,0.898125602757646,0.9077056948146077,0.019205286148345824,0.005681143455366491,10.592498179169702,0.11127618008018528,0.06779979303435857,0.0,0,4
2023,DEPT-05,Administration & Finance,CAP,Capital Outlay,10100.7,10227.6,False,126.9,1.26,0.0324,0.0276,113.14,4.73,3.44,1494274.0,856.9,8726.1,9603.7,0.17206999690583413,9024.1,347.49430211156,1.012563485699011,0.9086185532659288,0.914447739123737,-0.027150163804642746,0.0068445278442909405,11.93558174816198,0.1258570873060017,0.0661697720948881,0.0,0,4
2024,DEPT-05,Administration & Finance,CAP,Capital Outlay,10264.5,9551.2,False,-713.3,-6.95,0.0258,0.0224,116.06,4.93,3.31,1519758.0,874.7,10227.6,10100.7,-0.0661347725761664,9453.166666666666,751.869844676149,0.9305080617662819,1.012563485699011,0.9397692139075285,0.017054435799592316,0.0062846847985008145,10.919400937464273,0.1152393661303984,0.06410886813791249,0.0,0,4
2025,DEPT-05,Administration & Finance,CAP,Capital Outlay,11450.7,11718.6,False,267.9,2.34,0.0229,0.0211,118.71,4.52,3.94,1508265.0,879.0,9551.2,10264.5,0.22692436552475082,9501.633333333333,751.9761986481599,1.0233959495926013,0.9305080617662819,0.9505633669104072,-0.007562388222335348,0.007769589561516047,13.331740614334471,0.13862948618153167,0.06268228027540464,0.0,0,4
2026,DEPT-05,Administration & Finance,CAP,Capital Outlay,10222.5,5149.5,True,-5073.0,-49.63,0.033,0.0351,122.62,5.48,3.01,1518150.0,908.9,11718.6,11450.7,-0.5605703753008039,10499.133333333335,1108.9199490194696,0.5037417461482024,1.0233959495926013,0.9888224990192981,0.006553888076697323,0.0033919573164707044,5.665639784354715,0.12122032461953132,0.05658543927793141,0.0,0,4
2019,DEPT-05,Administration & Finance,CONTR,Contracted Services,3742.4,3580.4,False,-162.0,-4.33,0.0317,0.0265,103.17,4.65,4.63,1461466.0,792.2,,,,,,0.9567122702009406,,,-0.03733754899054775,0.0024498688303388515,4.519565766220651,0.04822366817202882,0.070616425314121,0.0,1,4
2020,DEPT-05,Administration & Finance,CONTR,Contracted Services,3717.9,3726.8,False,8.9,0.24,0.0046,0.0,103.64,4.28,3.12,1488772.0,802.5,3580.4,3742.4,0.04088928611328346,3580.4,,1.0023938244708035,0.9567122702009406,0.9567122702009406,0.018683978963588643,0.002503271152332258,4.64398753894081,0.04967026874296956,0.07027213937468109,0.0,1,4
2021,DEPT-05,Administration & Finance,CONTR,Contracted Services,4081.0,3499.1,False,-581.9,-14.26,0.0278,0.0235,106.52,4.73,4.43,1507033.0,811.9,3726.8,3717.9,-0.06109799291617479,3653.6000000000004,103.52043276571045,0.8574123989218329,1.0023938244708035,0.979553047335872,0.01226581370418045,0.00232184696685474,4.309767212710925,0.04728015155159321,0.06660042722370912,0.0,1,4
2022,DEPT-05,Administration & Finance,CONTR,Contracted Services,4169.6,4031.6,False,-138.0,-3.31,0.0288,0.0344,109.59,4.48,2.47,1535976.0,823.8,3499.1,4081.0,0.15218198965448249,3602.1,115.39059753723458,0.9669033000767459,0.8574123989218329,0.9388394978645257,0.019205286148345824,0.0026247805955301384,4.893906287933965,0.051411403446129995,0.06779979303435857,0.0,1,4
2023,DEPT-05,Administration & Finance,CONTR,Contracted Services,4246.9,3904.7,False,-342.2,-8.06,0.0324,0.0276,113.14,4.73,3.44,1494274.0,856.9,4031.6,4169.6,-0.0314763369381883,3752.5,267.1786480989823,0.9194235795521439,0.9669033000767459,0.9422365078231274,-0.027150163804642746,0.00261310843928222,4.5567744194188355,0.0480498033559921,0.0661697720948881,0.0,1,4
2024,DEPT-05,Administration & Finance,CONTR,Contracted Services,4071.8,4245.4,False,173.6,4.26,0.0258,0.0224,116.06,4.93,3.31,1519758.0,874.7,3904.7,4246.9,0.0872538223166952,3811.7999999999997,278.14001869561986,1.042634707009185,0.9194235795521439,0.9145797595169075,0.017054435799592316,0.0027934710657881055,4.853549788498913,0.05122259035199695,0.06410886813791249,0.0,1,4
2025,DEPT-05,Administration & Finance,CONTR,Contracted Services,4288.3,4291.0,False,2.7,0.06,0.0229,0.0211,118.71,4.52,3.94,1508265.0,879.0,4245.4,4071.8,0.01074103735808185,4060.566666666667,172.18717528704843,1.0006296201291887,1.042634707009185,0.9763205288793584,-0.007562388222335348,0.0028449907675375348,4.881683731513083,0.05076196177059994,0.06268228027540464,0.0,1,4
2026,DEPT-05,Administration & Finance,CONTR,Contracted Services,4423.6,2394.0,True,-2029.6,-45.88,0.033,0.0351,122.62,5.48,3.01,1518150.0,908.9,4291.0,4288.3,-0.44208809135399674,4147.033333333333,211.10168955584567,0.5411881725291617,1.0006296201291887,0.987562635563506,0.006553888076697323,0.0015769192767513091,2.633953130157333,0.05635526888807806,0.05658543927793141,0.0,1,4
2019,DEPT-05,Administration & Finance,GRANTS,Grants & Subsidies,5899.4,5393.9,False,-505.5,-8.57,0.0317,0.0265,103.17,4.65,4.63,1461466.0,792.2,,,,,,0.914313319998644,,,-0.03733754899054775,0.0036907461412034213,6.8087604140368585,0.07264932514610274,0.070616425314121,0.0,2,4
2020,DEPT-05,Administration & Finance,GRANTS,Grants & Subsidies,6382.4,6060.1,False,-322.3,-5.05,0.0046,0.0,103.64,4.28,3.12,1488772.0,802.5,5393.9,5899.4,0.12350989080257335,5393.9,,0.9495017548257709,0.914313319998644,0.914313319998644,0.018683978963588643,0.004070535985362433,7.5515264797507795,0.08076816454042873,0.07027213937468109,0.0,2,4
2021,DEPT-05,Administration & Finance,GRANTS,Grants & Subsidies,6526.1,5735.7,False,-790.4,-12.11,0.0278,0.0235,106.52,4.73,4.43,1507033.0,811.9,6060.1,6382.4,-0.05353046979422793,5727.0,471.0745376264785,0.8788863180153537,0.9495017548257709,0.9319075374122074,0.01226581370418045,0.0038059551449769182,7.064539967976351,0.07750129040452493,0.06660042722370912,0.0,2,4
2022,DEPT-05,Administration & Finance,GRANTS,Grants & Subsidies,6387.0,6247.4,False,-139.6,-2.19,0.0288,0.0344,109.59,4.48,2.47,1535976.0,823.8,5735.7,6526.1,0.08921317363181469,5729.900000000001,333.1378693574182,0.978143103178331,0.8788863180153537,0.9142337976132562,0.019205286148345824,0.004067381261165539,7.583636805049769,0.07966752700896729,0.06779979303435857,0.0,2,4
2023,DEPT-05,Administration & Finance,GRANTS,Grants & Subsidies,7534.6,6849.0,False,-685.6,-9.1,0.0324,0.0276,113.14,4.73,3.44,1494274.0,856.9,6247.4,6387.0,0.09629605916061079,6014.400000000001,258.89300878934574,0.9090064502428795,0.978143103178331,0.9355103920064852,-0.027150163804642746,0.004583496734869241,7.992764616641382,0.08428127722621198,0.0661697720948881,0.0,2,4
2024,DEPT-05,Administration & Finance,GRANTS,Grants & Subsidies,6620.5,6396.9,False,-223.6,-3.38,0.0258,0.0224,116.06,4.93,3.31,1519758.0,874.7,6849.0,7534.6,-0.0660096364432764,6277.366666666666,557.25463060735,0.9662261158522769,0.9090064502428795,0.9220119571455214,0.017054435799592316,0.004209156984204064,7.31325025723105,0.07718137000581554,0.06410886813791249,0.0,2,4
2025,DEPT-05,Administration & Finance,GRANTS,Grants & Subsidies,6794.6,6495.4,False,-299.2,-4.4,0.0229,0.0211,118.71,4.52,3.94,1508265.0,879.0,6396.9,6620.5,0.015398083446669375,6497.766666666666,313.2270795019717,0.9559650310540723,0.9662261158522769,0.9511252230911625,-0.007562388222335348,0.004306537644246866,7.389533560864619,0.07683972185615354,0.06268228027540464,0.0,2,4
2026,DEPT-05,Administration & Finance,GRANTS,Grants & Subsidies,6538.4,3436.9,True,-3101.5,-47.44,0.033,0.0351,122.62,5.48,3.01,1518150.0,908.9,6495.4,6794.6,-0.4708716938140838,6580.433333333333,237.74272509024257,0.5256484766915454,0.9559650310540723,0.9437325323830762,0.006553888076697323,0.0022638737937621446,3.7813840906590386,0.08090535657536987,0.05658543927793141,0.0,2,4
2019,DEPT-05,Administration & Finance,OPS,Operating Expenses,15705.3,14694.6,False,-1010.7,-6.44,0.0317,0.0265,103.17,4.65,4.63,1461466.0,792.2,,,,,,0.9356459284445379,,,-0.03733754899054775,0.010054698501367806,18.549103761676342,0.19791853265576323,0.070616425314121,0.0,3,4
2020,DEPT-05,Administration & Finance,OPS,Operating Expenses,15689.7,15178.6,False,-511.1,-3.26,0.0046,0.0,103.64,4.28,3.12,1488772.0,802.5,14694.6,15705.3,0.032937269473139796,14694.6,,0.967424488677285,0.9356459284445379,0.9356459284445379,0.018683978963588643,0.010195382503163682,18.914143302180687,0.20229825618279426,0.07027213937468109,0.0,3,4
2021,DEPT-05,Administration & Finance,OPS,Operating Expenses,15973.2,15585.4,False,-387.8,-2.43,0.0278,0.0235,106.52,4.73,4.43,1507033.0,811.9,15178.6,15689.7,0.02680089072773506,14936.6,342.239682094289,0.9757218340720707,0.967424488677285,0.9515352085609114,0.01226581370418045,0.010341777519138598,19.196206429363222,0.21059131605047035,0.06660042722370912,0.0,3,4
2022,DEPT-05,Administration & Finance,OPS,Operating Expenses,16543.1,15976.8,False,-566.3,-3.42,0.0288,0.0344,109.59,4.48,2.47,1535976.0,823.8,15585.4,15973.2,0.025113247013230255,15152.866666666667,445.95718778077,0.9657682054753947,0.9757218340720707,0.9595974170646312,0.019205286148345824,0.010401725026953546,19.39402767662054,0.2037378982483703,0.06779979303435857,0.0,3,4
2023,DEPT-05,Administration & Finance,OPS,Operating Expenses,16135.4,15743.2,False,-392.2,-2.43,0.0324,0.0276,113.14,4.73,3.44,1494274.0,856.9,15976.8,16543.1,-0.014621200741074425,15580.266666666668,399.1247591083932,0.9756931963260905,0.9657682054753947,0.9696381760749168,-0.027150163804642746,0.01053568488777828,18.372272143774072,0.19373003411121337,0.0661697720948881,0.0,3,4
2024,DEPT-05,Administration & Finance,OPS,Operating Expenses,19089.2,16095.2,False,-2994.0,-15.68,0.0258,0.0224,116.06,4.93,3.31,1519758.0,874.7,15743.2,16135.4,0.02235885969815543,15768.466666666667,196.91950978339696,0.8431573874232551,0.9756931963260905,0.9723944119578519,0.017054435799592316,0.010590633508756,18.400823139362068,0.1941955613684132,0.06410886813791249,0.0,3,4
2025,DEPT-05,Administration & Finance,OPS,Operating Expenses,16540.8,15225.4,False,-1315.4,-7.95,0.0229,0.0211,118.71,4.52,3.94,1508265.0,879.0,16095.2,19089.2,-0.05404095630995587,15938.4,179.11426520520533,0.9204754304507642,0.8431573874232551,0.9282062630749134,-0.007562388222335348,0.010094645171770212,17.32127417519909,0.18011446579866983,0.06268228027540464,0.0,3,4
2026,DEPT-05,Administration & Finance,OPS,Operating Expenses,17965.2,8464.1,True,-9501.1,-52.89,0.033,0.0351,122.62,5.48,3.01,1518150.0,908.9,15225.4,16540.8,-0.44408028688901435,15687.933333333334,437.5257859067677,0.47113864582637544,0.9204754304507642,0.9131086714000366,0.006553888076697323,0.005575272535651945,9.312465617779734,0.1992467131978202,0.05658543927793141,0.0,3,4
2019,DEPT-05,Administration & Finance,PERS,Personnel & Compensation,43814.8,42405.1,False,-1409.7,-3.22,0.0317,0.0265,103.17,4.65,4.63,1461466.0,792.2,,,,,,0.9678259400933017,,,-0.03733754899054775,0.029015454345157534,53.52827568795758,0.5711455343541781,0.070616425314121,0.0,4,4
2020,DEPT-05,Administration & Finance,PERS,Personnel & Compensation,42094.3,41124.9,False,-969.4,-2.3,0.0046,0.0,103.64,4.28,3.12,1488772.0,802.5,42405.1,43814.8,-0.030189764910352745,42405.1,,0.9769707537600102,0.9678259400933017,0.9678259400933017,0.018683978963588643,0.027623370133237325,51.24598130841122,0.5481069107619804,0.07027213937468109,0.0,4,4
2021,DEPT-05,Administration & Finance,PERS,Personnel & Compensation,45094.8,39781.8,False,-5313.0,-11.78,0.0278,0.0235,106.52,4.73,4.43,1507033.0,811.9,41124.9,42094.3,-0.032659045979443024,41765.0,905.2381012750161,0.8821815375608718,0.9769707537600102,0.9723983469266559,0.01226581370418045,0.026397431244040443,48.99839881758838,0.5375352327727618,0.06660042722370912,0.0,4,4
2022,DEPT-05,Administration & Finance,PERS,Personnel & Compensation,44294.5,43436.5,False,-858.0,-1.94,0.0288,0.0344,109.59,4.48,2.47,1535976.0,823.8,39781.8,45094.8,0.09186864345001977,41103.933333333334,1311.7756756905228,0.9806296492792559,0.8821815375608718,0.9423260771380613,0.019205286148345824,0.028279413219998228,52.72699684389415,0.5539069912163472,0.06779979303435857,0.0,4,4
2023,DEPT-05,Administration & Finance,PERS,Personnel & Compensation,46283.2,44539.1,False,-1744.1,-3.77,0.0324,0.0276,113.14,4.73,3.44,1494274.0,856.9,43436.5,44294.5,0.0253841815063367,41447.73333333334,1848.6140871835103,0.9623167801707747,0.9806296492792559,0.9465939802000459,-0.027150163804642746,0.029806514735583968,51.977010152876645,0.5480817980005808,0.0661697720948881,0.0,4,4
2024,DEPT-05,Administration & Finance,PERS,Personnel & Compensation,45654.6,46592.7,False,938.1,2.05,0.0258,0.0224,116.06,4.93,3.31,1519758.0,874.7,44539.1,46283.2,0.04610780190888453,42585.799999999996,2490.1292516654576,1.0205477651759078,0.9623167801707747,0.9417093223369676,0.017054435799592316,0.03065797317730849,53.26706299302617,0.5621611121433759,0.06410886813791249,0.0,4,4
2025,DEPT-05,Administration & Finance,PERS,Personnel & Compensation,48210.9,46801.4,False,-1409.5,-2.92,0.0229,0.0211,118.71,4.52,3.94,1508265.0,879.0,46592.7,45654.6,0.004479242456436383,44856.1,1601.8009739040504,0.9707638729001118,1.0205477651759078,0.9878313982086461,-0.007562388222335348,0.031029958263302536,53.24391353811149,0.5536543643930449,0.06268228027540464,0.0,4,4
2026,DEPT-05,Administration & Finance,PERS,Personnel & Compensation,46700.2,23036.0,True,-23664.2,-50.67,0.033,0.0351,122.62,5.48,3.01,1518150.0,908.9,46801.4,48210.9,-0.5077925019337028,45977.73333333334,1250.2553032614217,0.49327411874039084,0.9707638729001118,0.9845428060822649,0.006553888076697323,0.01517373118598294,25.34492243371108,0.5422723367192006,0.05658543927793141,0.0,4,4
2019,DEPT-06,Environment & Natural Resources,CAP,Capital Outlay,7818.9,5615.7,False,-2203.2,-28.18,0.0317,0.0265,103.17,4.65,4.63,12541.0,644.4,,,,,,0.7182212331657906,,,,0.44778725779443423,8.714618249534452,0.09160592990858492,0.05830619952059846,0.0,0,5
2020,DEPT-06,Environment & Natural Resources,CAP,Capital Outlay,7298.2,5806.8,False,-1491.4,-20.44,0.0046,0.0,103.64,4.28,3.12,12566.0,645.9,5615.7,7818.9,0.03402959559805541,5615.7,,0.795648242032282,0.7182212331657906,0.7182212331657906,0.0019934614464556244,0.4621040904026739,8.990246168137483,0.10235258657613783,0.05313511737560568,0.0,0,5
2021,DEPT-06,Environment & Natural Resources,CAP,Capital Outlay,7772.3,5143.9,False,-2628.4,-33.82,0.0278,0.0235,106.52,4.73,4.43,12693.0,664.1,5806.8,7298.2,-0.11415926155541789,5711.25,135.1281058847495,0.6618246850996486,0.795648242032282,0.7569347375990363,0.010106636956867643,0.4052548648861577,7.745670832705917,0.08767961545673035,0.05279507381564298,2951.5,0,5
2022,DEPT-06,Environment & Natural Resources,CAP,Capital Outlay,8094.9,6212.3,False,-1882.6,-23.26,0.0288,0.0344,109.59,4.48,2.47,12403.0,657.0,5143.9,7772.3,0.20770232702813063,5522.133333333334,341.21128840255784,0.7674338163535066,0.6618246850996486,0.7252313867659071,-0.022847238635468337,0.5008707570749013,9.455555555555556,0.1018663667012108,0.0527268704569559,4779.1,0,5
2023,DEPT-06,Environment & Natural Resources,CAP,Capital Outlay,8449.3,5875.2,False,-2574.1,-30.47,0.0324,0.0276,113.14,4.73,3.44,12106.0,652.2,6212.3,8094.9,-0.05426331632406678,5721.0,539.3429984712884,0.6953475435834922,0.7674338163535066,0.7416355811618125,-0.02394581955978392,0.4853130679002148,9.008279668813246,0.0941007636717749,0.05083854216031233,6524.2,0,5
2024,DEPT-06,Environment & Natural Resources,CAP,Capital Outlay,7353.8,4786.0,False,-2567.8,-34.92,0.0258,0.0224,116.06,4.93,3.31,12092.0,642.3,5875.2,8449.3,-0.1853894335511982,5743.8,546.1859664985911,0.6508199842258424,0.6953475435834922,0.7082020150122158,-0.001156451346439824,0.39579887528944757,7.451346722715242,0.0720665915784782,0.05136883812451623,0.0,0,5
2025,DEPT-06,Environment & Natural Resources,CAP,Capital Outlay,9469.7,7858.7,False,-1611.0,-17.01,0.0229,0.0211,118.71,4.52,3.94,12095.0,628.6,4786.0,7353.8,0.6420183869619724,5624.5,745.4668268943963,0.8298784544388945,0.6508199842258424,0.7045337813876137,0.00024809791597757425,0.6497478296816867,12.501909004136175,0.1127248055677479,0.05169587439548259,0.0,0,5
2026,DEPT-06,Environment & Natural Resources,CAP,Capital Outlay,9301.4,4057.0,True,-5244.4,-56.38,0.033,0.0351,122.62,5.48,3.01,12031.0,645.6,7858.7,9469.7,-0.4837568554595544,6173.3,1557.8892868236815,0.43617089900445094,0.8298784544388945,0.7253486607494096,-0.00529144274493587,0.3372122018119857,6.284076827757125,0.10668062078286798,0.05065642599489565,0.0,0,5
2019,DEPT-06,Environment & Natural Resources,CONTR,Contracted Services,3045.6,2910.7,False,-134.9,-4.43,0.0317,0.0265,103.17,4.65,4.63,12541.0,644.4,,,,,,0.9557065931179406,,,0.042390491230986704,0.23209472928793556,4.516914959652389,0.04748070234964797,0.05830619952059846,0.0,1,5
2020,DEPT-06,Environment & Natural Resources,CONTR,Contracted Services,3288.9,2941.8,False,-347.1,-10.55,0.0046,0.0,103.64,4.28,3.12,12566.0,645.9,2910.7,3045.6,0.010684715017006408,2910.7,,0.8944631943811001,0.9557065931179406,0.9557065931179406,0.0019934614464556244,0.23410791023396468,4.554575011611705,0.051853144449556084,0.05313511737560568,0.0,1,5
2021,DEPT-06,Environment & Natural Resources,CONTR,Contracted Services,3253.4,2687.2,False,-566.2,-17.4,0.0278,0.0235,106.52,4.73,4.43,12693.0,664.1,2941.8,3288.9,-0.08654565232170797,2926.25,21.991020894901887,0.825966681010635,0.8944631943811001,0.9250848937495204,0.010106636956867643,0.21170724021113999,4.046378557446167,0.04580428520292498,0.05279507381564298,2951.5,1,5
2022,DEPT-06,Environment & Natural Resources,CONTR,Contracted Services,2904.1,2403.6,False,-500.5,-17.23,0.0288,0.0344,109.59,4.48,2.47,12403.0,657.0,2687.2,3253.4,-0.10553736231021138,2846.566666666667,138.8888164444257,0.8276574498123342,0.825966681010635,0.8920454895032252,-0.022847238635468337,0.19379182455857452,3.658447488584475,0.0394130996576196,0.0527268704569559,4779.1,1,5
2023,DEPT-06,Environment & Natural Resources,CONTR,Contracted Services,3732.0,3720.0,False,-12.0,-0.32,0.0324,0.0276,113.14,4.73,3.44,12106.0,652.2,2403.6,2904.1,0.5476784822765852,2677.5333333333333,269.23018651951605,0.9967845659163987,0.8276574498123342,0.8493624417346898,-0.02394581955978392,0.30728564348257065,5.703771849126035,0.059581774383681,0.05083854216031233,6524.2,1,5
